# Yulengua 词库 · 西班牙语
# 来源：Instituto Cervantes · Plan Curricular · Nociones específicas A1-A2 + B1-B2
词,释义
hostal,旅馆；客栈
pensión,小旅馆；食宿旅店
tienda de campaña,帐篷
recepción,接待处；前台
recepcionista,前台接待员
saco de dormir,睡袋
manta,毯子
nevera portátil,便携冰箱；保温箱
hacer camping,露营
haber servicio de habitaciones,有客房服务
haber sala de reuniones,有会议室
haber instalaciones para minusválidos,有无障碍设施
haber aparcamiento,有停车场
estar completo,客满
haber plazas libres,有空位/空房
albergue,青年旅舍；宿舍
bungaló,平房；度假小屋
parador,国营古堡酒店（parador）
vestíbulo,大厅；门厅
consigna,行李寄存处
cama supletoria,加床
colchoneta,垫子；睡垫
acampar,扎营
ir de acampada,去露营
hacer una acampada,进行露营
registrarse,登记；注册；入住
alojarse en un hotel,住在酒店
alojarse en un apartamento,住在公寓
dar a,朝向；通向
tener vistas,有景观；看得到
alquilar una cabaña,租小木屋
alquilar un bungaló,租平房
alojarse en una cabaña,住在小木屋
alojarse en un bungaló,住在平房
montar la tienda de campaña,搭帐篷
desmontar la tienda de campaña,拆帐篷
recoger la tienda de campaña,收帐篷
autopista,高速公路
vía,道路；轨道；线路
andén,站台
túnel,隧道
paso de cebra,斑马线
paso de peatones,人行横道
carril bus,公交专用道
carril bici,自行车道
haber caravana,车流排长队
haber un atasco,堵车
haber un embotellamiento,交通拥堵
ir con retraso,晚点出行
salir con retraso,晚点出发
llegar con retraso,晚点到达
parar,停下；停车
viajero,旅客
tranvía,有轨电车
moto,摩托车
camión,卡车
asiento,座位
fila,排；行
maletero,后备箱；行李架
cinturón,安全带；腰带
conducir,驾驶
aparcar,停车
girar,转弯
subirse a una bicicleta,上自行车
subirse a una moto,上摩托车
subirse a un coche,上汽车
montarse en una bicicleta,骑上自行车
montarse en una moto,骑上摩托车
montarse en un coche,坐上汽车
bajarse de una bicicleta,下自行车
bajarse de una moto,下摩托车
bajarse de un coche,下汽车
hacer transbordo,换乘
perder el tren,错过火车
perder el autobús,错过公交车
barca,小船
piragua,皮划艇；独木舟
marinero,水手
capitán,船长；机长；队长
navegar,航行；浏览
subirse a un barco,上船
bajarse de un barco,下船
helicóptero,直升机
globo,气球；热气球
ala delta,悬挂式滑翔翼
parapente,滑翔伞
terminal,航站楼；终端
punto de información,问询处
punto de encuentro,集合点
tarjeta de embarque,登机牌
puerta de embarque,登机口
sala de llegadas,到达大厅
sala de embarque,登机厅
ventanilla,窗口；舷窗
despegar,起飞
aterrizar,着陆
hacer escala,经停；中途停留
recoger el equipaje,领取行李
recoger las maletas,领取行李箱
circulación,交通；流通
tráfico,交通；车流
accidente de tráfico,交通事故
accidente de coche,车祸
haber un accidente,发生事故
tener un accidente,遭遇事故
ver un accidente,看到事故
gasolinera,加油站
gasolina sin plomo,无铅汽油
gasolina normal,普通汽油
gasolina súper,高标号汽油
gasoil,柴油
arreglar el coche,修车
seguro del coche,汽车保险
seguro obligatorio,强制保险
autovía,高速公路；快速路
carretera nacional,国道
carretera comarcal,地区公路
carretera principal,主干道
carretera secundaria,次要道路
autopista de peaje,收费高速公路
curva,弯道；曲线
cruce,交叉路口；十字路口
rotonda,环岛
bache,坑洼
área de descanso,休息区
peaje,收费站；通行费
autobús urbano,市内公交车
autobús interurbano,城际公交车
IBERIA,伊比利亚航空（IBERIA）
RENFE (Red Nacional de Ferrocarriles Españoles),西班牙国家铁路（RENFE）
haber mucho tráfico,车流量大
haber poco tráfico,车流量小
haber mucha circulación,车流量大
haber poca circulación,车流量小
haber mucho movimiento,车流繁忙
haber poco movimiento,车流稀少
cruzar la frontera,越过边境
pasar la aduana,过海关
pasar un control de carreteras,通过公路检查站
pasar un control de aduana,通过海关检查
pasajero,乘客
peatón,行人
coche de carreras,赛车
coche oficial,公务车
coche particular,私家车
(número de) matrícula,车牌号
compartimento,车厢隔间；舱室
vagón,车厢
arrancar,启动；发动
acelerar,加速
frenar,刹车；减速
adelantar,超车
poner el intermitente,打转向灯
tocar el claxon,按喇叭
circular en coche,开车行驶
llevar una moto,骑摩托车
manejar,驾驶；操作
barco de pasajeros,客船
barco de vela,帆船
barco pesquero,渔船
ferry,渡轮
tripulación,船员；机组人员
marítimo,海上的；海事的
embarcar,登船
desembarcar,下船
puente aéreo,空中桥梁
transporte aéreo,航空运输
accidente aéreo,空难
vuelo chárter,包机航班
vuelo directo,直飞航班
vuelo con escalas,中转航班
vuelo nacional,国内航班
vuelo internacional,国际航班
vuelo de líneas regulares,定期航班
pilotar,驾驶飞机；领航
anunciar un vuelo,宣布航班信息
cancelar un vuelo,取消航班
retrasar un vuelo,延误航班
señal (de tráfico),交通标志
carné por puntos,积分驾驶证
normas de circulación,交通规则
permiso de circulación,行驶证
casco homologado,认证头盔
cinturón homologado,认证安全带
silla homologada,认证儿童座椅
chaleco homologado,认证反光背心
ceda el paso,让行
prohibido aparcar,禁止停车
prohibido girar,禁止转弯
dirección obligatoria,强制通行方向
dirección prohibida,禁止通行方向
curva peligrosa,危险弯道
cruce peligroso,危险路口
ponerse el cinturón de seguridad,系安全带
ponerse el casco,戴头盔
aparcar en zona azul,停在蓝色计时停车区
aparcar en zona verde,停在绿色停车区
aparcar en zona prohibida,停在禁停区
renovar el carné de conducir,换发驾驶证
sacarse el carné de conducir,考取驾驶证
renovar el permiso de circulación,更新车辆行驶证
reducir la velocidad,降低速度
aumentar la velocidad,提高速度
poner una multa,开罚单
pagar una multa,缴罚款
ceder el paso,让行
perder el control,失去控制
pinchar(se) (una rueda),轮胎扎破
tener un pinchazo,爆胎；轮胎漏气
quedarse sin gasolina,没油了
quedarse sin frenos,刹车失灵
producirse un accidente,发生事故
chocar contra algo,撞上某物
salirse de la carretera,冲出道路
taller,修理厂；车间
grúa,拖车；起重机
ayuda en carretera,道路救援
rueda de repuesto,备胎
arreglo,修理；修补
reparación,维修
revisión periódica,定期检查
revisión a fondo,全面检查
cambiar el aceite,换机油
cambiar una rueda,换轮胎
cambiar una pieza,换零件
arreglar un pinchazo,修补轮胎
indemnización,赔偿金
pagar un seguro,支付保险费
contratar un seguro,购买保险
tener el coche asegurado,车已投保
tener un seguro,有保险
economía,经济；经济学
economista,经济学家
pobreza,贫困
riqueza,财富
Tercer Mundo,第三世界
países ricos,富裕国家
países pobres,贫穷国家
países en vías de desarrollo,发展中国家
tener cambio,有零钱
tener suelto,有零钱
llevar cambio,带着零钱
llevar suelto,带着零钱
pagar en metálico,用现金支付
gastar,花费；消费
subir los intereses,利率上升
bajar los intereses,利率下降
gasto,开支；费用
ahorros,储蓄；积蓄
ingresos,收入
ganancias,收益；利润
pérdidas,损失；亏损
moneda extranjera,外币
cheque de viaje,旅行支票
recursos (económicos),经济资源
crisis financiera,金融危机
enviar dinero,汇钱
mandar dinero,寄钱
prestar dinero,借钱给人
dejar dinero,借钱给人
hacer un giro postal,办理邮政汇款
hacer una transferencia,办理转账
bolsa,证券交易所；股市
subir la bolsa,股市上涨
bajar la bolsa,股市下跌
acción,股票；行动
participación,股份；参与
tipo de interés fijo,固定利率
tipo de interés variable,浮动利率
inversión,投资
invertir (en),投资于
ahorrar,储蓄
tener un interés del + [número cardinal] + por ciento,利率为[基数词]％
Cámara de Comercio,商会
pagar impuestos,纳税
Ministerio de Hacienda,财政部
hacer la declaración de la renta,填写个人所得税申报表
presentar la declaración de la renta,提交个人所得税申报表
inspector de hacienda,税务稽查员
inspección,检查；稽查
denunciar el delito fiscal,举报税务犯罪
investigar el delito fiscal,调查税务犯罪
luchar contra el delito fiscal,打击税务犯罪
venta,销售
importación,进口
exportación,出口
deber dinero,欠钱
pagar con cheque,用支票支付
aumentar el precio,价格增加
disminuir el precio,价格减少
importar,进口
exportar,出口
márquetin,市场营销
cartel,海报；标牌
folleto,宣传册；传单
catálogo,目录；产品册
exhibición,展览；展示
publicitario,广告的；宣传的
consumo,消费
competencia,竞争；竞争对手
sociedad de consumo,消费社会
comerciante,商人；零售商
comercialización,商业化；营销
pedido,订单
representante,代表；代理人
comercio exterior,对外贸易
comercio interior,国内贸易
comercio internacional,国际贸易
comercio legal,合法贸易
comercio ilegal,非法贸易
comercio justo,公平贸易
obtener un descuento,获得折扣
negociar,谈判
hacer una compra,购买
hacer una venta,销售
hacer una inversión,投资
tener una deuda,有债务
mercancía nacional,国产货物
mercancía internacional,国际货物
mercancía extranjera,外国货物
entrada de mercancías,货物入境
salida de mercancías,货物出境
comercio de mercancías,货物贸易
circulación de mercancías,货物流通
importación de mercancías,货物进口
exportación de mercancías,货物出口
transporte de mercancías,货物运输
campaña publicitaria,广告活动
lanzamiento de un producto,产品发布
estudio de mercado,市场调研
propaganda,宣传；宣传品
buzoneo,投递广告传单
pancarta,横幅；标语牌
pegatina,贴纸
avisar,通知；提醒
publicar,出版；发布
hacer publicidad,做广告
organización,组织；机构
compañía,公司；陪伴
agencia,机构；代理公司
producción,生产
fabricación,制造
puesto de trabajo,工作岗位
huelga,罢工
producir,生产
fabricar,制造
asociación,协会；组织
gestión,管理；经营
cargo,职位；职务
plantilla (de trabajadores),员工队伍；模板
jefe de personal,人事主管
nave industrial,工业厂房
estar en crisis,处于危机中
estar en crecimiento,处于增长中
industria,工业
agricultura,农业
ganadería,畜牧业
pesca,渔业；捕鱼
construcción,建筑业；建设
transportes,运输业
materia prima,原材料
energía,能源
pescador,渔民
barco de pesca,渔船
actividad industrial,工业活动
desarrollo industrial,工业发展
crecimiento industrial,工业增长
cristalería,玻璃制品业；玻璃器皿
elaboración,制作；加工
explotación,开发；开采；经营
carbón,煤
petróleo,石油
recursos naturales,自然资源
revolución industrial,工业革命
jefe de obra,工地负责人；施工经理
técnico,技术员；技术的
constructor,建筑商；施工方
aparejador,建筑技术师；工料测量师
industria textil,纺织工业
industria siderúrgica,钢铁工业
energía nuclear,核能
energía solar,太阳能
energía eléctrica,电能
campesino,农民；乡下人
tractor,拖拉机
ganado,牲畜
finca,地产；农庄
huerta,菜园；灌溉农田
huerto,果蔬园；菜园
pescado fresco,新鲜鱼
pescado congelado,冷冻鱼
pescado azul,油脂鱼
pescado blanco,白肉鱼
pescado de mar,海鱼
pescado de río,淡水鱼
análisis,分析
método,方法
materia,物质；科目
invento,发明
descubrimiento,发现
experimento,实验
conocer,了解；认识
inventar,发明
físico,物理学家；物理的
químico,化学家；化学的
matemático,数学家；数学的
astrónomo,天文学家
investigación,研究；调查
investigador,研究人员
ley,法律；定律
principio,原则；原理
fórmula,公式
símbolo,符号
teoría,理论
capacidad de análisis,分析能力
método de análisis,分析方法
técnica de análisis,分析技术
nuevas tecnologías,新技术
avance científico,科学进步
avance tecnológico,技术进步
objeto de estudio,研究对象
objeto de análisis,分析对象
método de estudio,研究方法
técnica de estudio,研究技巧
área de estudio,研究领域
área de conocimiento,知识领域
analizar,分析
investigar,研究；调查
desarrollar una técnica,研发一种技术
introducir una técnica,引入一种技术
demostrar una hipótesis,证明假设
confirmar una hipótesis,确认假设
basarse en una investigación,基于一项调查研究
basarse en un estudio,基于一项研究
ser objeto de estudio,成为研究对象
ser objeto de análisis,成为分析对象
ecología,生态学
biología,生物学
veterinaria,兽医学
genética,遗传学
biólogo,生物学家
veterinario,兽医
ecológico,生态的；环保的
especie,物种；种类
molécula,分子
neurona,神经元
célula,细胞
genético,遗传的；基因的
biológico,生物的
círculo,圆；圆圈
triángulo,三角形
sumar,加；相加
restar,减；相减
multiplicar,乘；相乘
dividir,除；分割
cálculo,计算；微积分
álgebra,代数
estadística,统计学；统计数据
número par,偶数
número impar,奇数
número decimal,小数
cifra,数字；位数
línea recta,直线
línea diagonal,对角线
línea horizontal,水平线
línea vertical,垂直线
fórmula (matemática),数学公式
ángulo (recto),（直）角
calcular una cantidad con precisión,精确计算数量
calcular un porcentaje con precisión,精确计算百分比
calcular una cantidad mentalmente,心算数量
calcular un porcentaje mentalmente,心算百分比
teclado,键盘
tecla,按键；键
pantalla,屏幕
cibercafé,网吧
impresora láser,激光打印机
impresora en color,彩色打印机
hacer clic (con el ratón),（用鼠标）点击
pulsar,按；按下
abrir un documento,打开文件
cerrar un documento,关闭文件
guardar un documento,保存文件
eliminar un documento,删除文件
copiar una palabra,复制单词
cortar una palabra,剪切单词
pegar una palabra,粘贴单词
insertar una palabra,插入单词
seleccionar una palabra,选择单词
buscar una palabra,查找单词
desinstalar un programa,卸载程序
usuario,用户
procesador de textos,文字处理软件
base de datos,数据库
hoja de cálculo,电子表格
disco duro,硬盘
monitor,显示器
altavoz,扬声器
módem,调制解调器
pantalla plana,平板显示器
inteligencia artificial,人工智能
enlace,链接
escritorio,桌面
cursor,光标
pinchar,点击；点选
hacer doble clic,双击
arrastrar,拖动
cambiar el tipo de letra,更改字体
cambiar el tamaño de letra,更改字号
grabar un archivo,保存文件
maximizar una ventana,最大化窗口
minimizar una ventana,最小化窗口
maximizar un documento,最大化文档
minimizar un documento,最小化文档
configurar,配置；设置
cambiar la configuración,更改设置
reiniciar el ordenador,重启电脑
bloquearse el ordenador,电脑死机
física,物理学
química,化学
electricidad,电；电学
oro,金
plata,银
electrónico,电子的
orgánico,有机的
inorgánico,无机的
símbolo químico,化学符号
elemento químico,化学元素
estado sólido,固态
estado líquido,液态
estado gaseoso,气态
congelar(se),冷冻；结冰
evaporarse,蒸发
átomo,原子
aluminio,铝
oxígeno,氧
nitrógeno,氮
formulación,配方；公式化
fórmula química,化学式
microscopio,显微镜
dureza,硬度
elasticidad,弹性
fragilidad,脆性
sociología,社会学
historia,历史
sociólogo,社会学家
historiador,历史学家
político,政治人物；政治的
ciudadano,公民
comunidad,社区；共同体
club,俱乐部
historia antigua,古代史
historia medieval,中世纪史
historia universal,世界史
historia contemporánea,当代史
historia del arte,艺术史
derechos,权利
deberes,义务；职责
crisis,危机
progreso,进步
privado,私人的；私有的
cortesía,礼貌；礼仪
amabilidad,友善；亲切
educado,有教养的；有礼貌的
buena persona,好人
respetar,尊重；遵守
igualdad,平等
desigualdad,不平等
norma,规范；规则
poder,权力；能力
rebeldía,反叛；叛逆
clase social,社会阶层
clase trabajadora,工人阶级
minoría étnica,少数民族
minoría social,社会少数群体
minoría religiosa,宗教少数群体
mayoría étnica,多数民族
mayoría social,社会多数群体
mayoría religiosa,宗教多数群体
derechos humanos,人权
derechos básicos,基本权利
derechos constitucionales,宪法权利
derechos del ciudadano,公民权利
común,共同的；普通的
comunitario,社区的；共同体的
civil,民事的；公民的
estatal,国家的；国有的
integrar(se),融入；整合
ser de clase alta,属于上层阶级
ser de clase media,属于中产阶级
ser de clase baja,属于下层阶级
perdón,原谅；宽恕
compasión,同情；怜悯
convivencia,共处；共同生活
cooperación,合作
integración social,社会融入
discriminación,歧视
tolerancia,宽容
hipocresía,虚伪
agresividad,攻击性；侵略性
buenas maneras,良好礼仪
buenos modales,良好举止
justicia social,社会正义
injusticia social,社会不公
distribución de la riqueza,财富分配
nación,民族；国家
estado,国家；状态
provincia,省
distrito,区；行政区
ministro de Interior,内政部长
ministro de Defensa,国防部长
ministro de Educación,教育部长
ministro de Asuntos Exteriores,外交部长
jefe de Estado,国家元首
vicepresidente,副总统；副主席
alcalde,市长
senado,参议院
parlamento,议会
Ministerio,部；政府部门
Unión Europea (UE),欧盟（UE）
Organización de las Naciones Unidas (ONU),联合国（ONU）
embajador,大使
cónsul,领事
embajada,大使馆
consulado,领事馆
república,共和国
monarquía,君主制
democracia,民主；民主制度
dictadura,独裁；独裁制度
partido de izquierdas,左翼政党
partido de derechas,右翼政党
partido de centro,中间派政党
partido de la oposición,反对党
comunista,共产主义的；共产党人
socialista,社会主义的；社会主义者
demócrata,民主主义者；民主党人
liberal,自由主义的；自由派
republicano,共和主义的；共和党人
gobernar,执政；治理
diputado,议员；众议员
senador,参议员
parlamentario,议会议员；议会的
diplomático,外交官；外交的
dictador,独裁者
candidato,候选人
líder,领导者
votante,选民
electorado,选民群体
referéndum,公投；全民公决
papeleta,选票
urna,投票箱
voto en blanco,空白票
voto nulo,废票
abstención,弃权
jornada de reflexión,选举前静默期；反思日
colegio electoral,投票站
calendario electoral,选举日历
campaña electoral,竞选活动
compromiso electoral,选举承诺
discurso electoral,竞选演说
periodo electoral,选举周期
propaganda electoral,选举宣传
programa electoral,竞选纲领
mesa electoral,选举委员会
poder judicial,司法权
poder legislativo,立法权
poder político,政治权力
gobierno nacionalista,民族主义政府
gobierno independiente,独立政府
gobierno central,中央政府
gobierno democrático,民主政府
gobierno progresista,进步政府
gobierno liberal,自由政府
gobierno totalitario,极权政府
comunismo,共产主义
fascismo,法西斯主义
anarquía,无政府状态；无政府主义
marxismo,马克思主义
socialismo,社会主义
hacer campaña,竞选
votar,投票
abstenerse,弃权
elecciones generales,大选（全国选举）
elecciones autonómicas,自治区选举
elecciones municipales,市政选举
elecciones locales,地方选举
celebrar elecciones,举行选举
convocar elecciones,宣布举行选举
ganar las elecciones,赢得选举
perder las elecciones,输掉选举
presentarse a las elecciones,参加选举
pertenecer a un partido político,属于某政党
ser de un partido político,是某政党的人
dar un golpe de Estado,发动政变
constitución,宪法
terrorista,恐怖分子
terrorismo,恐怖主义
grupo terrorista,恐怖组织
atentado terrorista,恐怖袭击
ser legal,合法
ser ilegal,非法
ir a la cárcel,坐牢
criminal,罪犯；犯罪的
testigo,证人
víctima,受害者
atentado,袭击；恐怖袭击
inocente,无辜的
culpable,有罪的；罪犯
tribunal,法院；法庭
juicio,审判；诉讼
sentencia,判决；句子
fiscal,检察官
acusado,被告；被指控者
jurado (popular),（陪审团）陪审员
Tribunal Constitucional,宪法法院
Tribunal Supremo,最高法院
derecho civil,民法
derecho penal,刑法
mafia,黑手党
banda organizada,有组织犯罪团伙
banda terrorista,恐怖组织
banda armada,武装团伙
red de prostitución,卖淫网络
red de tráfico de armas,武器走私网络
red de falsificación de documentos,伪造文件网络
separación de poderes,权力分立
abogado defensor,辩护律师
abogado criminalista,刑事律师
abogado laboralista,劳动法律师
condenar a [cardinal] años de cárcel,判处[基数词]年监禁
condenar a pena de muerte,判处死刑
secuestrar a alguien,绑架某人
asesinar a alguien,谋杀某人
atentar contra alguien,袭击某人
aprobar una ley,通过法律
reformar una ley,改革法律
obedecer una ley,遵守法律
ser justo,公平
ser injusto,不公平
ganar un juicio,赢官司
perder un juicio,输官司
cometer un delito de agresión,实施袭击罪行
cometer un delito de malos tratos,实施虐待罪行
cometer un delito de tráfico de drogas,实施贩毒罪行
detener por un delito de agresión,因袭击罪被捕
detener por un delito de malos tratos,因虐待罪被捕
detener por un delito de tráfico de drogas,因贩毒罪被捕
estar acusado de un delito de agresión,被指控犯袭击罪
estar acusado de un delito de malos tratos,被指控犯虐待罪
estar acusado de un delito de tráfico de drogas,被指控犯贩毒罪
general,将军；一般的
militar,军人；军事的
soldado,士兵
guerra civil,内战
guerra mundial,世界大战
guerra de independencia,独立战争
pistola,手枪
bomba,炸弹
estar en guerra,处于战争状态
batalla,战役；战斗
fusil,步枪
cañón,大炮
bala,子弹
espada,剑
aliado,盟友；同盟的
submarino,潜艇
tanque,坦克
servicio militar (obligatorio),（义务）兵役
ejército profesional,职业军队
tratado de paz,和平条约
disparar,射击；开枪
luchar,战斗；斗争
defender,保卫；防御
atacar,攻击
enfrentarse a,面对；对抗
declarar la guerra,宣战
firmar la paz,签署和平协议
imaginación,想象力
obra de arte,艺术作品
galería de arte,艺术画廊
arquitectura,建筑学；建筑风格
arte clásico,古典艺术
arte moderno,现代艺术
crear,创造
diseñar,设计
fotografiar,拍摄；摄影
artístico,艺术的
original,原创的；原始的
ser un genio,是天才
obra representativa,代表性作品
obra conocida,知名作品
obra desconocida,不知名作品
creación,创作；创造
creatividad,创造力
inspiración,灵感
belleza,美；美丽
pureza,纯净；纯洁
armonía,和谐
colorido,色彩；丰富色彩
equilibrio,平衡
romanticismo,浪漫主义
clasicismo,古典主义
cubismo,立体主义
artes plásticas,造型艺术
artes escénicas,表演艺术
crítico de arte,艺术评论家
crítico de cine,电影评论家
arte contemporáneo,当代艺术
arte abstracto,抽象艺术
arte gótico,哥特艺术
arte oriental,东方艺术
estilo arquitectónico,建筑风格
estilo literario,文学风格
estilo propio,个人风格
estilo definido,鲜明的风格
estilo particular,独特的风格
arte futurista,未来主义艺术
arte modernista,现代主义艺术
arte impresionista,印象主义艺术
autor futurista,未来主义作家
autor modernista,现代主义作家
autor impresionista,印象主义作家
estilo futurista,未来主义风格
estilo modernista,现代主义风格
estilo impresionista,印象主义风格
componer un poema,创作一首诗
componer una canción,创作一首歌
baile,舞蹈
bailarín,舞者
ballet,芭蕾
orquesta,管弦乐团
grupo (musical),乐队
letra (de una canción),歌词
compositor,作曲家
director de orquesta,乐团指挥
guitarrista,吉他手
pianista,钢琴家
violinista,小提琴家
festival,节日；音乐节
coreografía,编舞
acto,行为；活动；幕
escena,场景；舞台一幕
compañía de danza clásica,古典舞团
compañía de danza contemporánea,现代舞团
clarinete,单簧管
saxofón,萨克斯管
trompeta,小号
contrabajo,低音提琴
violonchelo,大提琴
batería,鼓；鼓组
ritmo,节奏
compás,拍子；节拍
música de cámara,室内乐
música barroca,巴洛克音乐
música tradicional,传统音乐
música popular,大众音乐
música religiosa,宗教音乐
sinfonía,交响曲
himno,颂歌；国歌
nota (musical),音符
do,do 音
re,re 音
mi,mi 音
fa,fa 音
la,la 音
si,si 音
componer,作曲；组成
dirigir,指挥；领导
grabar,录制；记录
actuar,表演；行动
diseñador,设计师
escultor,雕塑家
escultura,雕塑
pintar un cuadro,画一幅画
pintar un paisaje,画风景画
pintar un retrato,画肖像画
construir un acueducto,建造渡槽
construir una muralla,建造城墙
construir una mezquita,建造清真寺
construir una sinagoga,建造犹太教堂
pirámide,金字塔
fachada,立面；建筑正面
feria de arte,艺术博览会
muestra de arte,艺术展览
estilo escultórico,雕塑风格
estilo pictórico,绘画风格
obra arquitectónica,建筑作品
obra escultórica,雕塑作品
obra pictórica,绘画作品
conjunto arquitectónico,建筑群
conjunto escultórico,雕塑群
conjunto pictórico,绘画作品集
arte románico,罗马式艺术
arte barroco,巴洛克艺术
arte expresionista,表现主义艺术
arte cubista,立体主义艺术
arte realista,现实主义艺术
estilo románico,罗马式风格
estilo gótico,哥特式风格
estilo barroco,巴洛克风格
estilo expresionista,表现主义风格
estilo cubista,立体主义风格
estilo realista,现实主义风格
estilo abstracto,抽象风格
estatua de bronce,青铜雕像
estatua de mármol,大理石雕像
estatua de barro,陶土雕像
escultura de bronce,青铜雕塑
escultura de mármol,大理石雕塑
escultura de barro,陶土雕塑
ciudad monumental,古迹城市
conjunto monumental,纪念性建筑群
zona monumental,古迹区域
hacer un plano,制作平面图
dibujar un esquema,画草图
dibujar un plano,画平面图
dibujar un proyecto,画设计图
pintar al óleo,画油画
pintar a la acuarela,画水彩画
desarrollar un estilo,发展一种风格
imitar un estilo,模仿一种风格
poeta,诗人
novelista,小说家
traductor,译者；翻译家
personaje,人物；角色
protagonista,主人公；主角
poema,诗
biografía,传记
autobiografía,自传
literatura clásica,古典文学
literatura moderna,现代文学
novela policiaca,侦探小说
novela histórica,历史小说
novela de amor,爱情小说
novela de ciencia ficción,科幻小说
novela de aventuras,冒险小说
contar (la historia de),讲述（……的故事）
tratar de,关于；讲的是
autor,作者
autor teatral,剧作家
narrador,叙述者
prosa,散文
verso,诗句；韵文
narración,叙述；故事
monólogo,独白
argumento,情节；论点
tema,主题
relato,故事；叙事
leyenda,传说
literatura contemporánea,当代文学
literatura medieval,中世纪文学
literatura romántica,浪漫主义文学
literatura realista,现实主义文学
obra literaria,文学作品
texto literario,文学文本
concurso literario,文学竞赛
revista literaria,文学杂志
premio literario,文学奖
estilo elegante,优雅的风格
estilo cuidado,严谨的风格
estilo ágil,流畅的风格
estilo directo,直接的风格
novela rosa,言情小说
novela negra,黑色小说
narrar,叙述
describir,描述
relatar,讲述；叙述
rimar,押韵
recitar,朗诵
editar un libro,编辑一本书
imprimir un libro,印刷一本书
publicar un libro,出版一本书
distribuir un libro,发行一本书
agotarse un libro,一本书售罄
interpretar un texto,解读文本
analizar un texto,分析文本
resumir un texto,概括文本
citar textualmente,逐字引用
copiar textualmente,逐字抄写
cámara digital,数码相机
fotografía digital,数码照片
fotografía en color,彩色照片
fotografía en blanco y negro,黑白照片
flash,闪光灯
zum,变焦；zoom
tomar una foto,拍照
sacar una foto,拍照
hacer una copia,制作副本；冲印
imprimir,打印；印刷
fotografía artística,艺术摄影
fotografía abstracta,抽象摄影
fotografía científica,科学摄影
fotografía de estudio,棚拍摄影
retrato,肖像；人像
primer plano,特写
fondo,背景
enfocar,对焦
apretar el botón,按按钮
revelar una fotografía,冲洗照片
revelar un carrete,冲洗胶卷
enmarcar,装框
hacer una ampliación,放大照片
día del espectador,观众优惠日
espectáculo,演出；表演
comedia,喜剧
drama,戏剧；剧情片
película policiaca,侦探电影
película romántica,浪漫电影
película de amor,爱情电影
película de terror,恐怖电影
película de risa,喜剧电影
película de ciencia ficción,科幻电影
película de acción,动作电影
película de aventuras,冒险电影
película de guerra,战争电影
película de dibujos animados,动画电影
película doblada,配音电影
película subtitulada,字幕电影
final feliz,幸福的结局
final triste,悲伤的结局
final abierto,开放式结局
hacer una película,拍电影
poner una obra de teatro,上演戏剧
función,演出；场次
sesión,场次；时段
productor,制片人
guionista,编剧
largometraje,长片
corto (metraje),短片
iluminación,照明；灯光
decorado,布景
banda sonora,原声带
efectos especiales,特效
vestuario,服装；戏服
secuencia,镜头段落；序列
cámara lenta,慢动作
plano general,全景镜头
plano de fondo,背景镜头
actuación,表演
interpretación,演绎；解释
tragedia,悲剧
tragicomedia,悲喜剧
obra teatral,戏剧作品
temporada teatral,演出季
estreno cinematográfico,电影首映
guión cinematográfico,电影剧本
principal,主要的，主角
secundario,次要的，配角
hacer un papel,扮演角色
interpretar un papel,诠释角色
rodar una película,拍摄电影
echar una película,放映电影
estrenar una película,首映电影
representar una obra teatral,演出戏剧
escenificar una obra teatral,将戏剧搬上舞台
poner en escena una obra teatral,上演戏剧
el Papa,教皇
san,圣人；圣……
creyente,信徒
ateo,无神论者
sacerdote,神父；祭司
ir a misa,参加弥撒
Iglesia católica,天主教会
Iglesia anglicana,英国国教会
Iglesia evangélica,福音派教会
Biblia,《圣经》
Corán,《古兰经》
Torá,《托拉》；犹太律法书
infierno,地狱
católico,天主教徒；天主教的
protestante,新教徒；新教的
ortodoxo,东正教的；正统的
practicar la religión,实践宗教信仰
celebrar una boda,举行婚礼
rezar,祈祷
rabino,拉比
imán,伊玛目
cura,神父；牧师
párroco,本堂神父
monja,修女
religión mayoritaria,主流宗教
religión minoritaria,少数宗教
religión monoteísta,一神教
religión politeísta,多神教
catolicismo,天主教
protestantismo,新教
hinduismo,印度教
cristianismo,基督教
islamismo,伊斯兰教
budismo,佛教
ateísmo,无神论
paraíso,天堂；乐园
purgatorio,炼狱
alma,灵魂
espíritu,精神；灵
Antiguo Testamento,《旧约》
Nuevo Testamento,《新约》
Sagradas Escrituras,圣经经文；神圣经典
Evangelio,福音书；福音
oración,祈祷；祷文
procesión,宗教游行；行列
pecado,罪；罪恶
pecador,罪人
secta religiosa,宗教异端组织
secta satánica,撒旦教邪教组织
agnóstico,不可知论者
(no) practicante,践行/不践行宗教者
laico,世俗的；非宗教的
bendecir,祝福
decir misa,主持弥撒
celebrar misa,举行弥撒
celebrar un bautizo,举行洗礼
tener fe,有信仰
pecar,犯罪；犯宗教意义上的罪
hacer un milagro,创造奇迹
confesarse,忏悔；告解
comulgar,领圣餐
hacer penitencia,苦修
hacer un sacrificio,做出牺牲
hacer una promesa,许愿
convertirse al cristianismo,皈依基督教
convertirse al hinduismo,皈依印度教
convertirse al islamismo,皈依伊斯兰教
hacerse católico,成为天主教徒
hacerse budista,成为佛教徒
filosofía,哲学
filósofo,哲学家
razón,理性；理由
pensamiento,思想；思考
